Nama,Komentar,Waktu,Likes,Reply Count
@user-cc5fm1st8e,"In my opinion, last night's debate, the coachman debate, was off topic, had no weight, was more personal, especially candidate pairs 01 and 03,  a reflection of the quality of Indonesia's future leaders",2024-01-07T23:30:24Z,3,0
@sleepyavery9669,Manusia bisa dilihat sifat aslinya ketika dia emosi 😁,2024-01-07T23:29:36Z,16,4
@SuYadi-lv5sy,"Siapapun jika diserang pasti melawan. Apalagi diserang bertubi2.Kita salut pd pak prabowo.
Pertanyaan ganjar pd prabowo tdk mungkin dijawab tuntas dlm waktu singkat walau pak prabowo sangat bisa dan menguasai.
Utk Anis pertanyaan yg tdk brrkualitas. Intinya hanya ingin memancing emosi dan datanya tdk jelas kata prabowo.
Keduannya hanya ingin menjatuhkan prabowo..",2024-01-08T06:12:32Z,4,
@muhamadamri9386,"@SuYadi-lv5sy itu apa yang disampaikan semuanya data mas, dan itulah fungsi debat, kalo memang argumentasi nya keliru ya di serang😂 kok ngamuk😅😅",2024-01-08T10:53:41Z,0,
@ahmadharmaini1904,tidak berkualitas mata mu​@@SuYadi-lv5sy,2024-01-08T13:49:35Z,0,
@tyashermawan4459,"​@@SuYadi-lv5sydebat pertama anis ditanya anggaran untuk DKI dijawab dg data tuh,gak emosi giliran gantian ditanya kok bilangnya menyerang,..namanya juga debat kalau gak mau di serang namanya musyawarah wkwkw",2024-01-09T13:00:59Z,0,
@user-eb8vv5mf6h,Janji2 manis doang Udah kenyang pak pak!! Apalagi anda Nyerang prabowo terus2an,2024-01-07T23:29:35Z,20,1
@tyashermawan4459,Nyerang gimana,2024-01-09T13:03:11Z,0,
@inspirasihidup536,kalau pak jokowi bisa jadi presiden tentu pak anis juga bisa,2024-01-07T23:01:22Z,0,0
@jonhendri8375,PRABOWO-GIBRAN MENANG SATU PUTARAN❤,2024-01-07T22:17:40Z,7,0
@elpablitorodriguezharrera,"Gue gada preferensi anies, prabowo, apalagi ganjar, tapi gue gamau boong sama diri sendiri kalo ganjar yang menang debat ini. Buat orang yang baca komen ini, sebelum kalian fanatik dukung salah satu calon, selalu ingat, tidak akan pernah ada perubahan yang signifikan pada indonesia apalagi hidup kita dari pemilu. Jadi, lanjut belajar, lanjut bekerja, ikutin politik sewajarnya. Silahkan buktikan gue salah.",2024-01-07T22:08:44Z,2,0
@chakraningrat8964,Dr segi otak dan isi argumen anis di atas awan,2024-01-07T21:37:19Z,17,7
@joshmaxson9151,"Pertahanan keamanan harus dibuka biar negara lain bisa mampu dengan mudah menyerang, mengalahkan negara kita,prabowo menutup nutupi, anis ingin membuka. Otak anis memang diatas awan 😂😂😂",2024-01-08T01:16:47Z,5,
@mekasaputra6114,​@joshmaxson915 Prabowo Subianto juara,2024-01-08T05:10:59Z,2,
@heriltc1256,Maka harusnya  jd presiden di atas awan,2024-01-08T05:46:14Z,2,
@lutfifirmansyah7361,"dari semua pertanyaan itu....kita dpat menilai hanya menyudutkan salah satu calon, dgn waktu sesingkat itu, mana mungkin dapat menjelaskan secara detail dengan data.... lucu.... ingat lah istilah ""Tong kosong nyaring bunyinya""",2024-01-08T06:41:36Z,5,
@mekasaputra6114,@@lutfifirmansyah7361 mantapp poll all in Prabowo Subianto 🤣,2024-01-08T07:05:50Z,2,
@samuri5450,😂😂😂😂😂😂😂😂,2024-01-08T08:44:59Z,0,
@radennaufal61,All In Prabowo! ✌🏻,2024-01-08T19:30:19Z,0,
@wellyliman,"Jujur aja saya kasian melihat Pak Prabowo malam ini. 
Andai beliau berbesar hati tidak nyapres lagi di usianya saat ini yg memang terlihat sepuh,,  gerak lambat memori telat... maka beliau akan lebih dihormati oleh rakyat. 

Debat malam ini terlihat sekali begitu timpang... pak Prabowo sangat keteteran menghadapi 2 paslon lainnya yg jauh lebih muda dan lebih cerdas dlm berkomunikasi.",2024-01-07T21:25:53Z,52,6
@damangliman4355,benar bong,2024-01-08T02:15:38Z,0,
@melatisari4777,"Lah gimana ya, 2 lawan 1. Semuanya pada nyerang pak prabowo. Pak prabowo sibuk dengan negara lah paslon 01 sama 03 sibuk ngurusin pak prabowo",2024-01-08T04:48:51Z,9,
@arilaril9425,"Jangan salah kaprah dulu, coba anda lihat dari beberapa sudut pandang mengenai para calon presiden, mungkin Anda akan lebih bijaksana dalam memahaminya jika tdk fanatik pada 1 sudut pandang saja🙏",2024-01-08T05:07:00Z,0,
@tinamr5432,PRABOWO MAJU!,2024-01-08T05:52:15Z,6,
@Web3-ud9fi,Bingung sih ngelawan kutu loncat sana sini..,2024-01-08T06:06:36Z,0,
@nadiadjohansimanjuntak3895,"Karena udah tua dia Bung, udah lebih dari 70 tahun usianya. Rumornya udah 2 kali kena Stroke. Kalo lihat sejarah Kekaisaran, Kingdom, Imperial dimanapun Putra Mahkota yang udah gak sehat gak akan pernah layak diangkat jadi kaisar atau raja.",2024-01-08T11:12:23Z,1,
@gemby7069,"ILING UMUR MBAHHH.....
PIKIRAN LAN FISIK ORA NUTUT... ISINE MUNG NESU²  BAHAYA BUAT NEGARA....
SADAR DIRI MBAH....
WAYAE URIP TENANG MBAH....
KECUALI SAMPEAN MERASA BELUM CUKUP MERAIH DUNIAWI...😊.",2024-01-07T21:17:10Z,2,0
@bandriocia,"pemenang nya untuk debat ini menurut saya, ganjar pranowo, well done sir",2024-01-07T21:15:38Z,27,0
@yahyajanuarilham2928,"Tim hore yg selalu berisik menunjukkan sdm rendah yg ga bisa tertib walaupun sudah diberitahu tata tertib, berkali2 diingatkan dan ini sudah debat capres yang ketiga kalinya.
Ada waktu utk yel2 dan mensupport paslon tp masih saja tetap tidak bisa tertib.
Saran saya sampaikan oleh panitia di awal bahwa ada tim kemanan yg memaksa provokator atau org yg tidak bisa tertib utk dipaksa keluar selama 10 menit sebelum bisa masuk kembali. 
Masih norak lg  maka ga boleh diijinkan masuk lg. Orang2 mental kaya gini emang harus dipaksa biar bisa belajar.",2024-01-07T20:49:05Z,6,0
@codmgege3698,Indonesia konstelasi global? Lucu sekali bapak ku satu ini😂,2024-01-07T20:44:30Z,1,0
@abghang7530,kasihan prabowo pampai berkerut dahinya...joget duluan prabowo😂,2024-01-07T20:39:18Z,2,0
@jusarmuhammadrusdi589,LET HIM COOK,2024-01-07T20:33:49Z,0,0
@hhl-9579,"01 Ngomongin hunian lagi , tapi untuk aparat,  Hati hati rakyat aja di php dp 0. 

Nanti dia nanya ""emg janjinya apa ya? ""

Hati hati deh sama model gini.",2024-01-07T19:51:21Z,2,0
@jusarmuhammadrusdi589,"Bruh, 2v1?",2024-01-07T19:48:42Z,1,0
@ItsUrBoss99.,BIG RESPECT FOR MR. PRABOWO SUBIANTO DJOJOHADIKUSUMO😮‍💨🫰🏼,2024-01-07T19:46:15Z,24,0
@kembanggula4772,"Ganjar ga belajar soal carbon capture atau recycle (energy) kali ya??... negara2 maju contohnya Norwegia mulai meredam explorasi oil & gas. Mereka mulai dengan teknologi energi dgn tidak merusak lingkungan. Oh God... Mudah2an Indonesia dapqt pemimpin yg ada otak, wawasan yg luas dan bijaksana dlm mengambil keputusan.",2024-01-07T19:34:27Z,15,0
@dwsulistian,"Bisa-bisanya gue ovt cuma gegara

""Saya boleh berpendapatkan, saya menilai Anda tidak berhak bicara soal etik, karena anda memberi contoh tidak baik soal etik""

Hmmm.. pantesan ga terjawab. Tanpa disadari lagi ngomongin dirinya sendiri.
Mindblowing. Pak paslon 2 ini bisa dibilang mayan juga ya argumentasinya, soal data jg mayan kuat ingatannya 💫",2024-01-07T19:33:19Z,2,0
@m.rizalsirojudin9935,Pak prabowo di geprek... Jelas2 hukum dipermainkan ama negara ya gini.,2024-01-07T19:31:43Z,2,0
@merdekaagussaputra1504,"Pak Prabowo dan Pak Ganjar seperti koalisi sekali terlihat dari bagaimana Pak Prabowo selalu setuju dengan pernyataan Pak Ganjar. Sedangkan, Pak Anis menjadi oposisi bagi keduanya.


Masalah utama jangan menyerang salah satu Paslon dengan perkataan itu hanya teori dan kata-kata saja. Semua yang ada di debat ini adalah teori. Pembuktiannya yaitu ketika paslon telah menjadi Presiden. Peace.",2024-01-07T19:22:13Z,36,5
@anonimtanpanama3012,Lihat track recordnya.,2024-01-08T01:14:30Z,1,
@siskafitri7576,Lho iya coba liat partai pendukungnya juga. Sama lho mereka,2024-01-08T05:31:19Z,2,
@nonameroad4074,02 dan 03 itu sekutu..,2024-01-08T07:15:22Z,1,
@elsajulianti2154,“Lagi-lagi saya setuju dengan ganjar” wkwkwk 🤣🤣,2024-01-08T12:13:10Z,0,
@tyashermawan4459,​@@anonimtanpanama3012trackrecordnya dipecat dari militer..!,2024-01-09T12:58:57Z,0,
@jusarmuhammadrusdi589,"Bapak Anies heyy, baru aja mulai pak wkwkwkw. Langsung mancing emosi Pak Prabowo 😅",2024-01-07T19:06:35Z,2,0
@fasfas2573,3:56:01,2024-01-07T19:04:13Z,0,13
@fasfas2573,4:18:49,2024-01-07T19:17:47Z,0,
@fasfas2573,4:19:15,2024-01-07T19:18:29Z,0,
@fasfas2573,4:25:45,2024-01-07T19:24:33Z,0,
@fasfas2573,4:31:50,2024-01-07T19:29:55Z,0,
@fasfas2573,4:50:29,2024-01-07T19:41:03Z,0,
@fasfas2573,4:51:22,2024-01-07T19:42:11Z,0,
@fasfas2573,4:53:39,2024-01-07T19:47:06Z,0,
@fasfas2573,4:54:30,2024-01-07T19:48:12Z,0,
@fasfas2573,4:57:41,2024-01-07T19:50:21Z,0,
@fasfas2573,5:00:10,2024-01-07T19:52:57Z,0,
@fasfas2573,5:09:55,2024-01-07T19:58:02Z,0,
@fasfas2573,Momen-momen menarik selama debat. Selamat menikmati.,2024-01-07T21:14:58Z,0,
@fasfas2573,5:13:12,2024-01-07T22:19:00Z,0,
@raihandiadi3290,bole bole nih ganjar kali ini,2024-01-07T19:00:50Z,0,0
@doctorstrange42,"LUR TELUR DIMANA BELI BAJU YANG DIPAKAI PAK GANJAR LUR. KEREN BEUT 😂😂😂❤❤❤
Ganteng, gagah dan smart presiden Indonesia. Gak malu2in Dunia.🎉🎉🎉🎉
Yang setuju like sini
🫰🫰🫰🫰🫰🫰🫰
👇👇👇👇👇👇👇",2024-01-07T18:55:42Z,2,0
@rafazumys,"Salam dari warga Malaysia yang melihat keupayaan, kewibawaan serta keyakinan kepimpinan Dr. Anies Rashid Baswedan.
#Amin",2024-01-07T18:50:29Z,27,9
@ukhtisalimah4025,Gak dulu maap. Wkwkkw wibawa dsri mana? Wkwkw,2024-01-08T04:42:43Z,1,
@122_miftahulj3,kewibawaan dalam menghancurkan indonesia tepatnya,2024-01-08T04:55:10Z,1,
@nonameroad4074,@@122_miftahulj3 yg menghancurkan indonesia sdah ada bukti o2.pelanggaran ham berat 1998 sampai prabowo di pecat.. keterlibatan dalam pembunuhan dlam pesawat garuda oleh tim mawar (munir) saat menuntut pelanggaran ham tersebut. Di solo guru honorer di pangkas honornya🤣🤣🤣,2024-01-08T07:26:07Z,2,
@Niceday_Goodday,​@@122_miftahulj3 prabowo ingat kasus² nya coba🤣,2024-01-08T08:07:12Z,0,
@tinamr5432,Prabowo maju!,2024-01-08T08:21:50Z,0,
@samuri5450,Buktikan klo Prabowo Subianto melakukan pelanggaran HAM bos ​@@nonameroad4074,2024-01-08T08:43:30Z,0,
@ahmadharmaini1904,​@122_menghancurkan mata mu miftahulj3,2024-01-08T13:54:53Z,0,
@rafazumys,@@122_miftahulj3 na'uzubillahiminzalik..semoga Indonesia aman makmur harmoni sejahtera dan masyarakatnya hidup dalam kebahagiaan dan rukun,2024-01-08T14:13:23Z,0,
@dindadinda9901,lu ga di ajak,2024-01-09T09:23:42Z,1,
@ronaldosubakti2389,"Debat kali ini hanya menyudutkan di setiap paslon.. bukan lebih menunjukan kemampuan nya dalam berdebat..
Lebih baik fokus ke pengalaman masing masing agar masyarakat bisa menilai itu baik atau tidak menjadi presiden selanjut nya 🫡 02",2024-01-07T18:48:44Z,16,1
@tiokettiok2678,"- Jualan Prestasi, Visi & Misi ""NO""
- Lambe Nyinyir ""Yes""
emak gibah ya 😅",2024-01-08T11:51:53Z,1,
@user-bl7zb8xe1p,2 vs 1.. wkwkwk,2024-01-07T18:42:09Z,2,0
@nabilmakarim1410,"Nah loh, kok pk Brabowo bilang tidak dikasih waktu dan waktuny gk cukup dan gk fair, sedangkan Pk Anies dan Pk Ganjar dapat 1 minute jg..!!! Di 5:25:32
Disini jelas siapa yg keliru ya saudara”, btw salam hormat buat pk Ganjar, berani juga dia ternyata..🤣
Insya Allah presiden 01 🩵",2024-01-07T18:32:04Z,20,3
@mekasaputra6114,Hancurr negara jika Ganjar jadi presiden 😂😂 Prabowo Subianto juara,2024-01-08T05:14:29Z,2,
@triastuti01,loh loh anda ini gimna? 😂 gue rakyat jelata aja paham & ngerti yang dimaksud sama pak prabowo untuk menutup privasi soal keamanan. dudududuuuu lol,2024-01-08T05:40:41Z,4,
@saptialestari262,Ttp Prabowo yg menang😅😅,2024-01-08T06:58:47Z,3,
@irhampramudya,"Bisa ga seeee Jokowi lanjut dulu nambah seperiode?? Kenapa krn kondisi dunia saat ini masuk dlm kondisi darurat dlm hal apapun di belahan bumi manapun..gada waktu bwt begini2 an… jokowi ttp presiden, ini tiga orang jd tenaga2 ahlinya !! Ini darurat !!",2024-01-07T18:23:04Z,3,1
@dwislm6361,Lu siapa?,2024-01-08T05:28:25Z,0,
@FunnymationArt,Jadi menhan AJJ ga bisa.. kaya gini mau jadi presiden??,2024-01-07T18:19:37Z,7,0
@yunishara9469,Tentara tidak punya rumah karena mereka hidup royal makan mau enak2 trus kalau mau nabung bnyak kok tentara kaya di desaku,2024-01-07T18:10:38Z,3,1
@MazhabSyafii,"Tentara polisi itu sudah gede gajinya
Yg kasian itu justru pns daerah 😭
Gaji pkok 2,6jt gedean gaji karyawan alfamart mungkin",2024-01-07T19:16:18Z,0,
@FunnymationArt,Pak Prabowo malau tuh,2024-01-07T18:10:00Z,0,0
@alipanugrah6864,Pak ganjar sudah sangat baik tapi lebih bedah lagi pak serag keduanya capres posisi bapak ada di tengah sangat mudah menyerang mereka,2024-01-07T18:02:42Z,1,0
@alipanugrah6864,Ayolah pak wowo 😪😪😪 jangan kaya anak tk yang lagi debat ... agak serius dan di dengar dengan baik itu enak banget pertanyaan nya dan bapak di bidangnya pengolahan kata tolong lah pak 😢😢😢,2024-01-07T18:01:34Z,6,2
@triastuti01,"banyak bicara sama extion beda pak wkwk
lu yang kek anak tk, masa gtu aja tanggepanya enteng gini sih? sdm rendah mana bisa ngerti",2024-01-08T05:43:33Z,1,
@yaja9818,Gjelasss,2024-01-09T02:44:13Z,0,
@user-lo2mu6lo2p,"Kasih an wowoo,,kalah lgi",2024-01-07T17:59:10Z,2,0
@Ryan-wv2ow,Karena itu saya dukung jokowi 3 periode..,2024-01-07T17:55:41Z,3,0
@user-mr7me5mo2s,Tidak hanya omon omon omon akan jadi meme,2024-01-07T17:48:58Z,0,0
@kiritoa7134,"Ini adalah calon presiden yg nyata untuk Indonesia jelas untuk rakyat Indonesia AMIN MENANG (01) insyaallah PRESIDEN ku 


Bukan lewat jalur kebohongan MK( 02) dan bukannya menjadi petugas PARTAI (03)",2024-01-07T17:47:52Z,6,0
@nabilmakarim1410,"Momen pk prabowo TAK BISA MENJAWAB DAN MERASA KEBERATAN, apakah itu sudah jelas dengan bukti atau masyarakat masih belum sadar…!!??
Tolong para penonton lihat di waktu 4:54:30 
🤐🤐🤐🤐
Ini bukan saya yg ngomong loh..🤐
Yang jelas kalau Pk Anis tidak menjadi presiden yaitu pasti ada kecurangan. 🩵01",2024-01-07T17:46:48Z,6,0
@63401762,Anis pemenangnya,2024-01-07T17:43:14Z,5,0
@tuliskuasal9848,"Liat udah beberapa kali analisis komentator disampaikan mengunggulkan Ganjar & Anis, tapi pendukung 02 tetap bertahan hanya karena argumen ""beliau berbicara bedasaran pengalaman"" bukan poin2 yg dipelajari dari pengalamannya, tapi sesimpel karena beliau punya pengalaman. Betapa buruknya cara nentukan pilihan 😂",2024-01-07T17:36:09Z,25,7
@kawaiikoto8800,"Gak butuh pinter ngomong, yang penting kerja nyata. Ngomong doang aktor juga bisa.",2024-01-07T18:31:40Z,7,
@tuliskuasal9848,"@@kawaiikoto8800KALO GITU DEBAT INI BUAT APA???? 

Ketiganya kerja nyata, ada hasilnya, ada bagusnya, ada kurangnya, semua ada datanya. Kalo parameternya kerja nyata, mana kajian komparasi data hasil kerjanya yg bisa dipelajarin??? Bukan debat metodenya, tapi kajian data. Ada ga kajiannya? Udah pernah pelajarin belum? Apa cuma ikut2an kampanye dangkal ""yg penting kerja nyata"" tapi senderinya ga paham kerjanyata itu gimana.

Kesel lama2 sama jawabn template gini. Keliatan bodohnya tau ga. Bisa ancur negara ini sama rakyatnya sendiri kalo pemikirannya serendah ini.",2024-01-07T18:43:24Z,9,
@silo79dwi,Lah.... Kemaren kubu 01 dan 03 bukannya teriak2 mempersoalkan pengalaman gibran? Apa bedanya?,2024-01-08T00:07:12Z,1,
@anandaikhsan9372,"@@tuliskuasal9848silahkan dikomparasi kerja nyata Paslon 1,2, dan 3. Silahkan cari dan lihat di google kerja nyata dari Pak Anies, Pak Ganjar, dan Pak Prabowo. Simpulkan sendiri kerja nyata para capres",2024-01-08T03:33:46Z,0,
@Web3-ud9fi,"Klo cuma ngomong anak sd juga bisa.. 
Apalagi ngarang ..
Bingung sih kalo penghianat dikasih panggung,  kliatan udh kaya kutu loncat sana sini.. Wkwk",2024-01-08T06:08:26Z,1,
@thisismykidvideo970,"Pusing dengar komentatornya, kompas koq tumben bawa komentator yang gak ngerti akar masalah. Pernyataan-pernyataan yang normatif dan utopis koq malah dianggap bagus.",2024-01-08T09:53:45Z,0,
@alvin65mubarok67,"​@@tuliskuasal9848termasuk dirimu berarti yaa bisa menghancurkan negara ini krna dirimu yg pinterr ngmong tpi tidak ad buktii, samasama kesel seh klo cuma ngmong panjang"" tpi gtw acuaan jabatan itu fungsinya untuk apa,,",2024-01-08T18:21:06Z,0,
@obbysaputra,❤❤❤❤🎉,2024-01-07T17:33:56Z,0,0
@anonimtanpanama3012,"Woewo kosa2 katanya sangat sederhana tak terstruktur, harus belajar lagi komunikasi verbal.",2024-01-07T17:24:40Z,3,0
@Zulkarnain-ke9lz,"prabowo kebanyakan kata-kata saudara-saudara sekalian. gw setuju poin yg pa anies bilang. benlanja senjata bekas, tapi tentara kita sengsara. Tanah prabowo dimana-mana bener juga perusahaan jg bnyk. kalo kata bu conie itu pake perusahaan fiktif pula belanja alustista. ada apa? trs prabowo bilang ada ambisi menggebu2. lah bukannya dia yg ambisi dg kekuasaan berkali-kali nyalon gagal.😂 payah..",2024-01-07T17:22:11Z,6,0
@tuliskuasal9848,"Jadi paham kenapa beredar statement pendukung 02 banyak dari intelektualitasnya yg rendah. Sdm rendah itu ga mudeng dgn konstruksi gagasan yg rumit, makanya Anies dibilang jago retorika aja karena memang bahasa dia cukup tinggi. Pun juga ga mudeng dgn apa yg dibicarakan Ganjar. Sdm rendah lebih mudah memahami dan juga tertarik pada sesuatu yang sederhana, seru, dan menghibur mereka. Paslon 02 yg berapi-api, membawa emosi, mengedepankan citra, meski kata2nya sederhana dan bbrp kali disebut tidak menjawab oleh komentator, tetep lebih mudah diterima kalangan sdm rendah.

Kayaknya PR pertama sebelum pemilu naikin kualitas pendidikan Indonesia ini wkwk",2024-01-07T17:10:09Z,14,17
@obiwanjovi2925,"Kalau tidak melihat sejarah kinerja, janji2 dan strategi pak Anies, saya sudah pasti memilih beliau, dalam debat ini saya akui pak Prabowo mmg agak kurang dalam mengontrol emosi dan berbicara data, berbeda seperti pak Anies dan pak Ganjar yang memiliki inisight yang luas dan analisis yang jitu, tetapi setidaknya pak Prabowo tulus dalam melayani negeri ini, dan kinerjanya beserta mas Gibran di bidangnya masing2 sudah cukup bagus dan terbukti bukan cuman omong kosong.",2024-01-07T17:34:45Z,5,
@tuliskuasal9848,"Alasan ketulusan dalam melayani negeri itu normatif dan parameternya abstrak untuk membandingkan ketika paslon. Ketiganya pasti tulus, kalau ngga, gimana cara buktiin ketidak-tulusannya? Soal kinerja, ketiganya punya data track-record. Saya warga Jakarta terasa sekali bedanya setelah pak Anies jabat, warga Jateng pun demikian dgn pak Ganjar, begitu juga solo. Kinerja ketiganya ada datanya, data itu kompleks, dan kompleksitas itu bisa ditanggulangi dengan metode debat yang mengedepankan gagasan dan intelektualitas dari masing paslon dengan sebuah pertanyaan.",2024-01-07T17:57:35Z,3,
@tuliskuasal9848,"@@obiwanjovi2925Jadi yang namanya menentukan pilihan presiden ga bisa hanya pakai alasan2 normatif atau sekedar perasaan yg bisa jadi terbangun karena kondisi sosial kita. Subjektifitas di momen ini bahaya karena taruhannya nasib negeri. Jadi memang udah seharusnya wajib apa yang kita nilai itu dari kemampuan mengonstruksi gagasan, pengambilan keputusan, kebijakan, yang bisa direpresentasikan dengan motede debat ini.",2024-01-07T18:02:17Z,1,
@kawaiikoto8800,"Prabowo emang gak bisa ngomong, tapi kaum intelektual sama tahu kalo anies itu cuma jago ngomong dan kebanyakan omdo. Gw warga jakarta ngerasain banget kemunduran jakarta pas zaman anies dibanding zaman ahok.",2024-01-07T18:35:04Z,6,
@tuliskuasal9848,"@@kawaiikoto8800Gw warga jakarta, dan gw tau datanya kemajuan semenjak dipegang pak Anis. Dan gw juga tau kemajuan Jateng semenjak dipegang pak Ganjar. Gw juga mengakui adanya kemajuan waktu Gibran pegang. 

Saya ga menunggulkan salah satu paslon, dan ironinya klaim Anda soal kaum intelektual itu kenyataan kebalik. Hampir ga ada satupun akademisi2 yg saya kenal dukung Prabowo, pun argumen yg Anda bilang itu sama sekali ga mencirikan intelektual. Malah jadi lucu ketika kaum intelektual anda sebut, soalnya itu argumen dangkal template yg biasa dipake orang2 yg nihil kemampuan merancang argumen yg baik, alias rendah.",2024-01-07T18:49:18Z,1,
@kawaiikoto8800,"@@tuliskuasal9848 Entahlah, tapi di kedokteran tempat gw pada dukung antar wowo atau ganjar, dikit banget yang dukung anies apalagi si imin. Udah pada punya pengalaman sama orang yang cuma pinter ngomong doang😅",2024-01-07T18:58:28Z,2,
@merdekaagussaputra1504,@@obiwanjovi2925the same goes for Pak Ganjar dan Pak Prabowo. Intinya track record mereka berdua juga tidak lebih baik daripada Anis.,2024-01-07T19:29:22Z,0,
@tuliskuasal9848,"@@kawaiikoto8800 lah gw di ITB banyak yg dukung Anies. Statement intelektualitas rendah ke Prabowo & tinggi ke Anies pun pertamakali yg bilang Ridwan Kamil. Kayaknya sih akhirnya tergantung bubble juga 😅

Kalau Ganjar scr objektif memang oke banget. Lebih layak sebenarnya Ganjar dan Anies yg bersanding, makanya mereka berdua di sini nyambung banget, komentatornya pun banyak berkutat dgn gagasan mereka berdua.

Tapi untuk 02, hmmm, ga ada alasan objektif yg cukup meyakinkan 😅",2024-01-07T19:29:47Z,0,
@AmirGaming544,​@@tuliskuasal9848 Ni orang kek Anis banyak cakap ...tau data jkrta lah tau data Jateng lah tau solo lah ... Semua presiden SM ja ... Makan ya cari sendiri bukan presiden yang ngasih ...,2024-01-08T01:01:40Z,0,
@obiwanjovi2925,"@@tuliskuasal9848 yakin keduanya tulus? Untuk pak Ganjar sendiri saya pribadi belum terlalu tau, tapi kalau pak Anies saya ingat benar kok strategi2 licik yang dilakukan oleh pak Anies untuk memenangkan pemilihan gubernur Jakarta, CONTOH Nyata : Mengeksploitasi kaum Islam untuk memihaknya dibandingkan Ahok, pak Anies memang pintar, dia tau kelemahan tiap saingannya, tetapi cara2nya untuk memenangkan itu justru malah menunjukkan sifat asli pak Anies, yaitu EGOIS, waktu debat gubernur juga saya ingat beliau selalu menghindar dari pertanyaan pak Ahok dan justru malah ngelantur memberikan data2 yang tidak valid dan gagasan2 yang bagus tapi tidak realistis.

Kalau anda mengatakan pendukung 02 rata2 bukan kaum intelektual, saya dan banyak teman kampus saya lebih memilih orang yang tidak sepintar Anies TETAPI kerjanya terbukti nyata dan bukan cuman bullshit janji sana sini.

Kalau tidak melihat sejarah ya, pilihan yang paling masuk akal cuman 2 yaitu Ganjar atau Prabowo.",2024-01-08T01:51:03Z,2,
@adamrompies4709,​@@tuliskuasal9848sdm rendah😂,2024-01-08T03:34:12Z,0,
@berlianakay,"lu kali yg sdm rendah, ditipu slogan ""orang pinter pilih anis"" aja ketipu. pilih mah gimana hati bos, dibilang pinter sama orang langsung cinta ya?😂🎉",2024-01-08T03:52:07Z,0,
@tuliskuasal9848,@@berlianakay terimakasih sudah membuktikan langsung poin2 saya 😊,2024-01-08T06:19:07Z,0,
@tuliskuasal9848,"@@obiwanjovi2925 Prabowo juga memakai narasi populis waktu pemilu sebelumnya, lupa ya? Ganjar juga punya kasus Wedas-Kendeng. 

Bilang Anies bullshit doang juga salah, gereja mudah mendapat IMB hingga 50 gereja, Jaklingko, titik banjir berkuranh dr 105 titik ke 35, dsb. Tapi memang track record Anis ga sempurna, sama seperti 2 paslon lainnya.

Bahkan pertanyaan bukti kerja lbh tepat diarahkan ke Prabowo, karena beliau bukan gubernur lebih ga kerasa lg buat masyarakat, tapi kok bisa yakin bukti kerja nyata?

Saya ga mengunggulkan salah satu paslon. Poin saya, pakai ketulusan sbg parameter itu konyol banget. Naif sekali Politikis ga pakai strategi. Gibran yg bisa jadi cawapres dengan drama MK yg sangat memcurigakan aja itu strategi politik. Sampai ketuanya dicopot oleh dewan kehormatan, itu jauh lbh bisa dibilang ga tulus, sadar ga?",2024-01-08T06:38:31Z,0,
@tuliskuasal9848,"Yah melihat komentar2 di sini terutama pendukung 02 jadi sadar, susah Indonesia maju kalau rakyatnya sendiri aja diajak diskusi akal sehat malah jawabnya ga nyambung.

Malah bilang “pandai ngomong doang”, si anjir yg namanya diskusi, adu gagasan, ya isinya ngomong.

Landasan pilihannya abstrak banget, ga jelas, ga masuk akal, terlalu terbawa arus.

Walaupun ideologi politiknya jauh berbeda, tapi gw lebih rela antara 03 atau 01 yg terpilih.",2024-01-08T06:44:53Z,1,
@obiwanjovi2925,"@@tuliskuasal9848 anda sama aja kayak beliau, munafik dan merasa diri superior dibanding yg lain, bilangnya gak memihak tapi kenyataannya gimana, coba deh survey kepuasan masyarakat Jakarta periode pak Anies vs pak Ahok, banyak janji manis tapi beberapa saja yang terpenuhi, dan itupun tidak maksimal dan jauh dari target yang dijanjikan, bahkan gagasan2nya saking tidak realistis sehingga ketika dieksekusi justru malah gagal, beliau juga lebih fokus hal2 besar dan tidak penting seperti alokasi dana untuk monumen bambu disaat Jakarta masih dilanda banjir sana sini, beberapa program pak Ahok juga disepelekan oleh pak Anies seperti mesin parkir yang terganti dengan tukang parkir liar, kali Ciliwung dan lain sbg. Masyarakat Jakarta pasti sebagian besar sependapat dengan  saya dan tidak terbodohi oleh data2 palsu.

Intinya belajar sejarah dulu sebelum termakan kata2 manis sosok politician, hanya karena anda mengerti retorika dan teori beliau, bukan berarti anda harus sejalan dengannya.

 Banyak orang bodoh mungkin lebih memilih 02, tetapi lebih banyak orang bodoh yang ingin terlihat pintar berkoar2 memilih 01.",2024-01-08T07:36:11Z,2,
@obiwanjovi2925,"@@tuliskuasal9848 coba deh liat debat pilkada anies vs ahok, dah keliatan yang mana gak nyambung dan ngelantur bicara gak realistis disana.",2024-01-08T07:45:07Z,0,
@alipanugrah6864,"Anis ini sangat pintar untuk menciptakan kata"" yang sangat inspiratif tapi eksekusinya gimana bisa kagak itu yang penting bos",2024-01-07T17:06:57Z,11,5
@merdekaagussaputra1504,😂 emang lainnya bisa. Semua samanya bos teori dulu ntar baru dibuktikan. Tapi teorinya mana yang baik. Peace,2024-01-07T19:08:17Z,3,
@alipanugrah6864,@@merdekaagussaputra1504 kan bisa di liat dari rekam jejaknya media informasi suda mudah di akses kok,2024-01-07T19:42:09Z,1,
