author,text
@alfiyahsuhaimah1192,Anis gak tau diri bangat😂
@yositralala5039,"Oh pak ganjaaaarrrr butuh jawaban sekarang di debat hari ini, tp waktu cm 1 mnit???? Lu bertanya aja butuh 2 mnit, gmn yg jawab????????? 
Ngada2,... Cerna pertanyaan lu aja bingung mau mulai dr mana, saking panjangnya jawaban yg harus benar2 disingkat sesingkat2nya"
@abdulwadud981,"Anies tetap yang terbaik,,, dicari kesalahannya oleh KPK gak ketemu,,, ketua KPK nya yg ditangkap"
@remiakbar1733,"Ganjar MVP sih.
Anis banyak nyinyir nyaa."
@user-zk3wc8kp9y,02❤❤❤
@hitslyrics464,Tobat nissss
@placargobatam7352,Memang benar omongan pak prabowo bahwa anies cuma bisa menghasut & omong kosong
@ramawirandana,keren anis
@ardikayz2328,02 di rujak sama 01 dan 03.
@jeffrysupriyanto1625,Salam pak prabowo penuh semua di ucapkan  mantap pak bowo ❤
@dekiaryo8293,CAPRES KOK GAMPANG EMOSIONAL WOWO
@user-vo2ch8xb2v,Kalau mau fair dlm debat pemenangnya pak Ganjar krn jawabannya sangat realistis dan didasari data sayangnya pemilih kita ini yg rasional hanya beberapa persen kebanyakan pemilih kita tanpa rasionalitas.
@kentanggaming6875,"Klo diperhatikan setiap sesi debat, si anis fokus nyerang sepihak ada apa pak anis😂"
@dimaswp8929,"Pak prabowo di sisa umur nya sangat ingin mengabdi untuk NKRI ,BRAVO ✌️"
@user-ie9he5sz4r,"Kosakata Prabowo itu itu aja,kita harus kita harus kita harus kita harus kita harus 😂"
@erwinpoalz1929,"Pak ganjar ahli bidang anti korupsi
Kalau menurut saya
Pak prabowo ahli bidang pertahanan  nasional
Kalau 
Anis??? ???????????????"
@martinuskornelis2409,02 is the best ❤
@syahran7692,22222222222
@user-ff2mq2rg1i,"Mudah2an pak Anis jadi presiden,amin,,lindungi lah pak ya alloh"
@ihsanlubis3861,"pak Prabowo bak kita nya, gak jawabannya ambigu"
@shiddiqbaihaqi9650,Anies ngelantur!!
@cakrabhuana7407,Pak owo ❤
@LeliYulmi,"Hadeeeh pak bowo pak bowo🤣🤣🤣🤣klu pak anies yg berbicara,emosinya naik trus🤣🤣🤣knp paaak🤣🤣🤣kalah cerdas ya pak sm pak anies😁😁😁"
@muklisansorisiregar539,Pak anis presiden indonesia❤❤❤
@ekiwidho3757,Saya dahulu amat mendukung dan berhatap banyak pada prabowo. Namun kali ini? No No No.
@user-if7jz9rt4y,"Saya sangat setuju dengan jawaban pak Anis,☝️☝️☝️☝️☝️yes nyawa rakyat miskin ada di bapak skrng"
@dedyjulhamsyah4309,"intinya org yg masih waras pasti memilih anis baswedan...😌

itu aja poinnya..☝😌"
@erwinpoalz1929,Bismillah pak ganjar presiden 2024
@tsanikarmanbillah6221,"Gw kecewa dengan prabowo, untungnya pilpres tahun ini gw pindah ke pak anis, setelah melihat persiapan, pengetahuan, nilai tanggung jawab, dan kreatif dalam setiap masing-masing paslon, dari sini saya yakin dan termotivasi dari salah satu paslon yaitu ""Bpk Prof anis Baswedan"", JOSSS"
@Antonio22Real,Msih ingat pesan gusdur.....prabowo org yg ikhlas
@fajarrachman6138,"Saya kira Oke ocee itu bergerak dari sumber 0% yang terinspirasi dari kesenian bambu seharga 500jt, yg di lekatkan dengan lem aibon, agar pemukiman di pertamina tidak terbakar. 🥱"
@dedyjulhamsyah4309,"intinya org yg masih waras pasti memilih anis baswedan..😌

itu aja poinnya..☝😌"
@tahajudin1701,Lihat mukanya anies panik terus😂
@aurickvelary8560,"Apa pun yg di blg pak ganjar sudah di coba pak jokowi dan hasil nya kalah dengan kebijakan partaii.. minimal ketum pak kalo hanya kader kebijakan bapak pasti kebijakan partai. Kami rakyat gak mau lagi la pak kek gitu"" minyak goreng susah di suru rebus. Bbm susah di suru pakai kompor listrik mobil listrik."
@finihardianti7871,Wah yang mana ini yaa.. Hidup sederhana.. Hahaha
@ikasariaprilia1608,"Semangat untuk semua capres, salam damai 😊"
@cakrabhuana7407,Pak Prabowo presiden RI 2024 Presiden yang bekerja dengan ikhlas..
@nndahsan252,gagasan anis cuman jatuhin Prabowo aja😂
@TahitianNoni,Psk Anies cara nya ngmg oun ada berwibawa. Cerdas seksli. Gk yg emosionsl kyk utu tuh
@odeyyunias2639,Bapak bapak ini keren
@nurummach3978,"Aku kira pak prabowo akan lebih bagus penjelasannya pada bidang ini, tpi kok rupanya biasa aja... Nampaknya saat ini pilihan ku mulai goyah dngan pak prabowo... Mohon maaf aku mundur pak"
@paradox_88,"Pak bowo lebih cocok jadi wapres ganjar.., apa2 ide ngikut, apa2 setuju, apa2 sependapat,. Terkadang keberpihakan bisa menunjukkan kekurangan juga😅"
@nanangbara8672,Yg penting dah terbukti tetap no 2
@user-ki9gm5is9x,Ki uki.. kok kmu jd berubah yaaa.. jd ayam.sayur dan pemuja buta.. tanuakan hati nuranimu deh
@yudiaelwungkar1668,"JADI MENTERI GAK BECUS.JADI GUBERNUR GAK BISA KERJA .HANYA UJARAN KEBENCIAN YG ADA DI OTAKMU ANIS.MODEL BEGINI MAU MEMIMPIN BANGSA MAS ANIS...MAS ANIS...JANGAN MIMPI DEH
# MASYARAKAT CERDAS🇲🇨"
@putieffendy1941,Kemarin saya no 2 TAPI MALAM INI SAYA YAKIN DARI DASAR HATI UNTUK JATUH HATI DAN YAKIN KEPADA NO 1 BPK ANIES BASWEDAN BELIAUTEPAT MENJADI PRESIDEN REPUBLIK INDONESIA TERCINTA
@user-zz4oy7tq9d,"Yang bilang pak anies banyak ngomong doang, ya gimana emang ini acaranya lagi debat. Dan orang menguasai pembicaraan itu emang karena wawasan dan pengalaman"
@radenraranikeratnadilla646,Tetap pilih pak prabowo❤❤❤❤
@nndahsan252,"anis duta koar"" sama cari celah buat jatuhin lawan😂"
@user-ry1dj7mw7d,"01 mantap, 02 emosi, 03 santay"
@iferdin1426,"Gw cuma ga bisa bayangin, semisal bpk 02 jadi presiden dan hadir ke pbb bukan sebagai penonton kemudian diberi pertanyaan oleh pihak pbb yg sulit tapi harus dijawab dengan waktu yg singkat, apakah bpk 02 bakal jawab dengan dialog yg sama, yaitu ""ngajak ngopi"" (pemimpin negara lain)"
@Amughni99,2 lawan 1.
@user-fm7ds5iw2y,"Insya Allah Anis presiden,"
@dekiaryo8293,"4 fakultas hanya buat orang mampu, kalau yg gak mampu ,gak bakalan bisa masuk fakultas itu,"
@holisaja7255,Apapun yg terjadi tetap Amiin...N0.1
@dionisiusdhimas1933,anies aneh nyerangnya personal kalo prabowo tega buat nyerang anies kicep dah yakin
@user-ch4gt5gz4s,Dibikin nyonyor nih Prabowo
@maxxieparker6526,"Tiap kali ada debat capres mesti pak prabowo yg paling gak tenang, bawaannya emosi terus itu sudah cukup untuk menunjukkan kapasitas dan kualitas pak prabowo. Makin ke sini makin gak meyakinkan untuk memilih dia."
@yunanidenizeryuna,Haiiiii smuaaaa...bpk prabwo sdh tua gk byk bicara..praktek y liat aj nnt.trs ko bahas kepunyaan y..udh jls prabowo konglomerat.brp T hartanya.bkn pnya negara.
@adiregar3608,Bapak Anis tetap yg terbaik
@LeliYulmi,"Ya allah mudah""an pak anies menjadi pemimpin Indonesia🇮🇩 ya allah Aamiin🤲"
@NUSANTARA1904,"Kesampingkan dulu perdebatan orang orang intelektual dalam menanggapi perdebatan capres, kita pernah berpikir gak ?? Bagaimana masyarakat indonesia yg awam akan politik, yang susah mengerti akan tujuan yang telah diutarakan capres kita ??
Menurut gue skema bahasa yang disampaikan capres saat berbicara yg mungkin bahkan menentukan rakyat akan memilih siapa.. jujur gue nonton terkadang bingung dengan beberapa jawaban capres yg gak nyambung dan mengedepankan emosionalnya, penggunaan bahasa akademis yg berlebih juga kadang malah membuat rakyat kita bingung jika tidak terarah.. itu menurut pandangan gue yg baru tertarik dengan pemilu tahun ini. ☺️"
@ngingokbro7531,"Mereka adalah putra terbaik bangsa , sukses selalu untuk semua paslon ❤"
@user-xs8ov3hs1o,Prabowo tetap yang terbaik
@adeadhitya2009,Bismillah Ganjar Mahfud menaang!!!❤😊
@HaeGaming12,"cerdas,pintar tapi gak punya etik ?"
@nitayuanita4507,"Hasil karya Pak Anies banyak yang tidak di ekspos, pak Anies Presiden RI❤"
@sukarman0076,Kalau mau di tanya jeh nanti aja 😂
@ririnariani5362,menjadi seorang pemimpin tidak akan pernah saling menjatohkan satu sm lain..terbukti sudah siapa yg pilihan yg layak...
@user-xs8ov3hs1o,Prabowo tetap yang terbaik
@AisyahCenel,Aamiin
@hiburansaja8507,Haduh pidato ko singgung CAPRES lain nis anis 🤣🤣 sudah was was dia
@arie_arai,"Gila prabowo di serang kanan kiri, dari awal si anies serang prabowo, bner2 ga punya perasaan nih orang,"
@rizkiriyawan655,✌
@dedeyusuf223,Dua orang yang minim pengalaman dikemiliteran dan dipertahanan memcoba menggurui orang yang kaya akan pengalaman didunia militer dan pertahanan.
@keluargafulan,"anies ngomong soal cyber bla bla bla. tapi dia matiin streaming tiktok aja ga tau. gak usah bahas yang kita ga bisa menguasai bidang dalam hal tersebut. kecuali kita bisa, kita aja kudet teknologi, ngomongin teknologi. gini amat mas Anies pengen menang. pak ganjar pun, dan pak prabowo tau ranah apa yang mereka bahas, rana apa yang mereka ketahui. manis mulut gak cukup jadi presiden. pak jokowi aja yang ga tau apa yang ranah harus di bahas, ranah mana yang harus di pelajari dan sebagainya. jika dia tidak mampu makanya itu dia buat mentri mentri. itu harus nya di contoh. bukan kita udah tau kita kudet teknologi, tapi kita berasa pro di bidang tersebut."
@ronnyo.sianturi2904,"Anis jago dari segi akademis. Contohnya! Bowo punya uang 7 ribu, bowo beli permen 2 ribu, brapa kembalian uang bowo? Pasti anis jawab 5 ribu! Tapi kalo secara logika bisa jadi kembalian bowo gak ada lagi katna bolo beli pakai uang 2 ribu, bisa juga 3 ribu karna bowo beli dengan uang 5 ribu!. Seperti itulah pola pikir anis dengan akademisnya digunakan di politik pemerintahan! Ada parkir air? Masih mau ada lobang resapan air? Masih mau ada rumah DP 0%? Bagaimana tunjangan untuk ibu hamil? Bagaimana gratis bbm? Weka weka!!!"
@elsyedilon7732,"Jika ini adalah ujian
02 nilainya merah semua, krn jawabannya gak sesuai pertanyaan semua 😅"
@user-kc7zs5pr5x,"Waktu terbatas minta penjelasan di debat . Dimana otak nya , 01 dan 03"
@cabe9271,ini debat ya kk
@ahnaffalahdwiafrian5101,soal pertahanan prabowo lebih paham ga asal ngomong
@gamegames7975,Gama❤❤❤❤
@user-qy5ce7lp9v,Aamiin
@adewiranta5362,1
@SuperPower-pn4kb,Kami tau siapa penjahat.. Penghianat bangsa ini pak wowo
@ridhanugraha2112,"Jujur hari ini pak ganjar lebih bagus di banding debat sebelumnya.
Buat pak anies gokil sih langsung sentil pak prabowo dari awal 😅
Buat pak prabowo keliatan berusaha nahan emosi setiap di sentil pak anies, dan tenang setiap tanya jawab sama pak ganjar walau sempet di sentil 😅"
@jatmikoega9481,"Ingat pemimpin tidak dibutuhkan kepintarannya, tapi dibutuhkan eksekusi dan keadilannya.. Saya akui pak Anies sangat jenius dalam pemikiran dan dalam tempat seperti ini sangat hebat tetapi bagaibmana yg sudah berlalu sebagai gubernur jakarta? Sangat tidak realistis, begitu juga pak ganjar yg tegas dan lugas dalam tindakannya tetapi siapa dibelakang pak ganjar?, pak prabowo sangat kurang untuk bidang seperti ini, tetapi kita butuh pemimpin yg kerja ikhlas dan tegas supaya indonesia bisa negara yg lebih baik.. Saya pribadi lebih ke paslon no2"
@athayaarshakachannel5835,"01 mah bkn omon-omon doang , sdh terbukti ketika jd gubernur berhasil , bahkan luar negri pun mengakui brooo , byk penghargaan"""" baik dr dlm ato luar negri....!!!!!!!❤❤❤"
@myvidiviecy,"Fix kita sebut bp Anies sebagai Bapa "" Ketika "", perhatikan dengarkan,setiap awal bicara atau di tengah2 kalimat, pasti ada ... "" ketika..."""
@nigatsutsuitachi2111,Yg penjelasan simple dan cerdas jawab nomor 3 tapi sayangnya di belakangnya megalodon.
@yunanidenizeryuna,Penting ga sih byk omong...yg pnting liat kerja nya...yg msuk akal aj lah...sy 02.yakin.kepemimpinan di olah oleh orang yg sdah matang.dan yg mendunia.jendral militer.bpk prabowo.d hormati di manca dunia.mentri pertahanan.bersih korup.dan byk lg yg lainnya.bismillah.
@dody_harahap,Bismillah nomor 1 2024 akan menjadi r1
@nigatsutsuitachi2111,Anis sadar musuh paling berat adalah nomor 2 makanya yang di jatuhin nomor 2 😅🤣
@dimasputra6275,"Ingat pesan Goz door... Wowo ikhlas buat negri
Antek YAMAN nyungsep berjamaah 😂."
@ayuadenpertiwi6444,Sudah 73th ttp CINTA TANAH AIR DAN SANGAT MENGHORMATI PARA PAHLAWAN SEHAT SELALU PAK BOWO ❤❤❤❤ TERIMA KASIH SUDAH MENGABDI BEGITU SANGAT LAMA SAYA YAKIN ANDA TIDAK AKAN BERKKIANAT❤❤❤❤
@user-yg9kk3om1j,"Kadang emang ada loh yang wawasan luas, kosakata banyak, kalimat terstruktur, namun tidak sejalan ketika saat praktek. Tapi ada juga yang memiliki wawasan luas namun tidak disampaikan secara kalimat yang indah, namun dapat memadukan dengan cara merealisasikan di lapangan secara langsung dengan sesuai wawasan. Debat itu menyampaikan sudut pandang, beropini boleh, namun tidak boleh memecah belahkan berbagai pihak apalagi karna masalah politik, salah satu contohnya menyudutkan salah satu pihak."
@AndiYani-bz1tp,"Prabowo tetap yang terbaik, Indonesia maju bersama Prabowo"
@BangkitHandoko,Kalo anggaran di buka negara lain tau hbs kita di serang paslon 1 dan 2 tdk cinta tanah air cuma mau jd petugas partai ... Prabowo presidenku...
@yunanidenizeryuna,Gak ucap salam pak
@indrapermana3781,Babak Belur paslon 02.😂😂😂😂
@alexanderkevin842,3:26:02
@ardikayz2328,Liat 4.58.00😅
@HaeGaming12,"anies nyari musuh 😂,prabowo ganjar malah sependapat"
@alexanderkevin842,3:10:00
@TheShatry,"terlihat sekali ya bahwa banyak yang keteter di pemerintahan yang sekarang, banyak hal hal penting yang tidak dilakukan....bener bener buang waktu pemerintahan jokow."
@sulemanasul6100,"Jangan pilih capres yang bukan darah Indonesia...anis iyu bukan 100 persen darah Indonesia.....cuman pintar retorika aja tapi kerja nol..........
Pak Prabowo al in ...
.adakah"
@lanafirda9852,rekam jejak omongan anis ga bisa di pegang semua kocak dan lu dukung 😭
@stevanusjansipa8481,Ingat. Ini adu bacot yaa.. lihat lagi background gimana kerjaan beliau2 ini
@arifsaleh2671,AMIN
@SOPIANSOPIANEPENDI-xr5ri,Dari Sabang sampai Merauke..buka mata..buka akal sehat kita semua..pak Anies tuuu.orag sagaaaaaaaaaattt pintar cerdas dan bijak sana.. mudah mudahan..klw pak Anies jadi presiden...saya berharap harga minyak dapat turun kembali..biar pedagang kecil.. hidup makmur sejahtera amiiiiiin ❤
@andriyohanes6708,intinya siapapun yg terpilih tetap menguntukan negara dan pemerintahan bukan ke rakyat yg memilih
@boobooid3595,Si Anies baru di serang pak Prabowo soal etika aja mukanya udah gusar ketakutan. Gimana lagi klo pak Prabowo bener2 nyerang dia soal korupsi formula E dan lain2 ya. Makin gusar tuh si Anies wkwkwk 😂😂
@martini5982,"Assalamualaikum pak ijin bertanya dengan keadaan saat ini banyak nya polisi serta kurang maksimal nya  pengolahan sampah apa yang akan di lakukan calon presiden kita pada sampah "" yang saat ini terus menambah tapi tidak ada penanggulangan"
@SuperPower-pn4kb,Mbah.. Wowo... Mbah.. Wowo...
@t.arifin,1 yes
@afdalafdal4232,Prabowo ❤❤❤❤❤
@mainananak00,"Mencari kelemahan untuk menjatuhkan dan mendapat point lebih, sabar pak prabowo, saya tetap no 2"
@wibukaminolepofficial,Saya yakin sekali DEBAT ini akan menjadi (KOMEDI SEMPURNA 100%) di Pilpres Indonesia di masa mendatang.
@steven2219,Pak prabowo❤❤❤
@afdalafdal4232,Prabowo ✌️
@user-ff2mq2rg1i,"Bersatu untuk perubahan,,,,aminnnnnnnnnnn"
@user-iq4ku3ok9m,Hidup gus miftah.bagi bagi  duitnya kapan lagi 😂
@dika_jeli11,1
@HaeGaming12,"prabowo dan ganjar fren, anies blunder terus"
@manusiabiasa1095,"Orang pintar, cerdas dan mau berfikir pasti pilih Pak Anies"
@auliyah.p9091,Dengan liat debat ini...malah bingung pilih mana...duh
@user-gs5ip6nt6h,ALL IN ANIES - MUHAIMIN
@abiebangsawan6880,"Anies Baswedan Skornya 90% Dalam Debat Malam Ini,, Cerdas Intelektual dan Berdasarkan Data.. Sudah Saatnya Negara Kita Dipimpin org yg cerdas berintelektual dan amanah.. Amin Anies RI 1"
@user-ty9fo8tq6s,Ko saya Lbh setuju visi misi pak Ganjar ya Lbh detiel Tdk menyerang pribadi orang
@farrelbrams8316,"Jawaban yg bnyak nyinyiran dan slalu berfikir tnpa mengambil keputusan dngan cepat,bisa dibilang lamban dan usung tu rohingya ke indonesia,,"
@antonseptana7000,Visi misi kok bahas gak jelas jelekan pasangan pesaing..karepmu opo to nis anis..
@vivi-hy9kp,Cerdas dan pintar omong itu beda sedikir
@yowanbrian483,Pak anis urus dulu jakarta yg bner baru pimpin negara jakarta aja gak bner lu urus hadeh hade
@ridhoopratama,Lihat bowo ga ada wibawa nya cara jawab. calon pemimpin kok gitu. Terus ini 02&03 berasa lawan 01. Jadi 01 malawan 2 paslon ? Begitu sombong 03 karena sudah 10 tahun menjabat bakal tahu apa yg dilakukan tanpa merancang dan mendengarkan apa yg di mau masyarakat. Bukan apa yg dimau sama pemimpin!!
@user-dp7ou7ie3c,Ganjar layak jadi presiden
@ucokerdi4625,Anies tetaplah no 1
@icanajaican5572,"Yg keambil pertanyaan C semua, bolanya terlalu besar dan letak bola tidak di acak. Seharusnya team lebih maximal seperti membantu mengacak dengan tangan atau alat supaya tidak bola itu2 saja yang d ambil"
@flannyanatasya2023,Prabowo mantab❤
@abdulrozakkhaidir2198,"Buat kali ini prabowo habis di tonjoki pertanyaan oleh anies dan ganjar , benar2 prabowo babak belur"
@thatgui3650,"Masya Allah, baru kali ini bener2 notice jbi di tv, itu mas2nya siapa btw?"
@garuda7653,Anies Cerdaas sekali
@anakkampung8650,"Paslon 01 emg lh suka mengadu domba, di tanya ke Ganjar nilai brapa menhan wkwk😂"
@farmermilenial3041,Hah alusista bekas 😅😅😅😅
@andikapranoto6639,Kesel bet gw Sama ilkan Cimory nge ganggu bet anj
@jeriapriyanto7540,"Sebelumnya 
Saya Berterima kasih kepada Bapak IR. H Jokowi dodo
Karna telah mampu mensrjahteraken rakyat
Dan ambil 1 contoh, Bisa berobat dan rawat inap di RS secara Gratis
Dan Jasa pak jokowi sangat Luar biasa


Untuk Presiden RI selanjutnya
Secara merakyat Bapak Ganjar Pranowo lebih unggul

Dan dah banyak bukti Pak ganjar Pranowo melukan sidak Langsung

Dan Terbuktiii

Dan dalam sesi Debat Capres ini
Pak Ganjar Punya gagasan yang rill

Apa yang dia katakan, Apa yang dia Lakukan"
@andisarilhamsejati1383,"Bapak prabowo lebih memahami keamanan indonesia, bukan yg asal bicara. jempol dua deh"
@edipurnomo260,02 ❤❤❤
@rosmalina6978,"Paslon 1 Aamiin  top,keernnn and paling jujur 👍👍👍"
@Fansgemoy,"Segel segel aja lu. 
Kan bisa di print double (duplikat) kumaha sih."
@ferlitanababan6457,"THX PAK ANIES DAH MEMBONGKAR BOBROKNYA PEMERINTAHAN YG DR TAHUN JEBOD MSH ADA ORDAL DAN OKNUM2 YG SEDOT DUIT RAKYAT❤️ BARU KALI INI NEMU CAPRES SJUJUR N SETEGAS INI GA BUTUH HARTA, PANTAS GA KAYA🇲🇨"
@hobiinternetan6739,Ga ngaruh mau debat berapa kali. Tetap saja saya ga nyoblos. Dan pergi piknik.
@jhonclavine904,"Kecerdasan dan wawasan Anies Baswedan tak terbantahkan. Inilah saatnya mengubah Indonesia, dan Anies adalah orang yang tepat untuk mewujudkannya"
@DewandaMlbb,"Sudah ketipu bapaknya 2Periode : 10Tahun.. masa mau ketipu anakNya Lagi sie🙏🤣. Bapak-Anak sama² doyan lari kalau ditanya😅 Ditambah +sama juga ni Prabowo doyan Lari Kalau DiTanya.., Gk Bakal Siap ini Paslon jadi Pres&wapres. Please🙏😭"
@keluargafulan,njir baca
@suniketut8138,Prabowo the next presiden
@lilyahmad1011,Anis n Ganjar sll kasih jawaban terbaik...masa orang2 pintar diluar sana gak bisa nilai ya😂
@ariefbmchannelyoutube,Kadang lucu yaa..pada hal yg nanya bekas itu.. masih dipake partai walau msh bekas layak ga yaah...😂
@TeguhWaluyo-pr1hm,Pak prabowo kalo udah jadi presiden tolong higgs domino d indonesia d blokir .. habis habisin uang indonesia pak .. itu aja si permintaanku ..
@minangmendunia4379,"Mulanya saya ini, tapi dalam perjalanan berubah jadi itu. Eh malam ini justru Pak Ganjar sangat bersinar, proud of U Pak, sayang seribu sayang saya netral Pak jd ga tau nih mau kemana wkwkwk"
@Fansgemoy,"Segel segel aja lu. 
Kan bisa di print double (duplikat) kumaha sih."
@taslimbayu7471,Ekwkwk banyak buzzer anis disini ngakak ah
@loquesiento1168,babak belu part 2 wkwk
@karpanmunhamir4855,Masya allah pak anis allahu akbar
@langitattar9992,Pintar aja gk cukup apalagi pintar ngomong kyk anis. Sudah gk tau diri gk beradab pula. Ingat nis anda dulu ngemis minta dukungan prabowo
@muhammadkiflaini5230,"Wowo ,urus dulu barang bekas"
@AryaputuNgurah,✌️
@user-il1xw4ho1w,"Carilah pemimpin yang bisa mengayomi masarakat
Seperti lahnya seperti simbol negara kita negara indonesia
Simbolnya pohon bringin besar
Jangan sampi temen"" kita semua memilih pemimpin yang suka menghasut atu menjelek""an orang lain
Karena disini kita cari pemimpin yang bisa kasih solusi untuk jaya indonesia"
@abdulrozakkhaidir2198,Prabowo hebat emosi tak terkendali ....
@chairulhuda4748,Mvp kali ini Ganjar. Bisa diakui menguasai semua. Tetap pada pilihan hati masing-masing tanpa menjatuhkan pasangan lain. Ciptakan pemilu yang bersih jujur dan gembira 👍
@gudangslawi1464,GAMA mantap
@rizkyfebrianto7756,Wess rekk reaksi e pak ganjar wayah anis ngoveh😂
@saeppisan863,"Pak anis pinter ngomong.
Pak prabowo ennggan banyak bicara yang penting kerja nyata pak ganjar gitu deh.  Pokonya ✌✌"
@cadyrenggorenggono25,ANIES BASWEDAN SAAT INI ADALAH JANTUNGNYA RAKYAT INDONESIA. DI TUNGGU UNTUK MIMPIN NEGRI INI YANG HANCUR MORAK MARIK. SAATNYA PERUBAHAN UNTUK NEGRI YANG MANDIRI DAN BERKEADILAN BAGI RAKYATNYA.❤ NO. 1 Yes 👍
@mr.nihonnoss8670,NUMERO UNO☝️☝️☝️☝️☝️☝️☝️
@charleshonoris1534,"Saya mahasiswa ITB tahun 2022, FTI, Semua kegiatan pak Anies Baswedan layak disimak karena bermutu dan meluaskan wawasan politik masyarakat ☝️😍"
@sumichannel3107,AMIN no 1 yes
@yanisekar4558,"Debat kok cari jelek e paslon lain,,tetep pak prabowo,,,"
@zulfikaralisyahbana7319,Anis suaranya mcem ke sesaan gitu
@elyahumarbawazier5077,Anies & muhaimin terbaik no.1
@akal-sehat,Prabowo:Jangan karena ambisi..kl keputusan MK gmn kira2 pak?etikanya gmn?
@aqq3944,Mrk bertiga  pelawak kocak...😅😅tapi saat mau jadi politik kok diliat2 wibawanya kurang...apa Krn wajah mrk lucu😅😅
@muhammadkiflaini5230,"Pak ,wowo sumpek"
@dapurkiky,"Gk prlu pinter ngomng tapi hasil NOL , MENDING TEGAS TPI SMUA DI JALAN KAN NYATA , BISMILLAH 02"
@lilistamanayun6560,Yg bersih dari korupsi dan Bersih dari kejahatan hanya Pak Anies no 1
@dapurkiky,BISMILLAH PRABOWO GIBRAN ALL IN ❤❤❤❤❤
@wieasmawie8007,Tetap AMIN
@abdulrahmanlubis6350,Pak Anies baswedan memang mantaap
@wildatanjungkisaran1200,Pak wo... datanya yg benar yg mana? Jgn emosian ya pak.
@faisalroscott1329,Prabowo bisa kerja tp kurang pandai bersilat lidaj
@lilistamanayun6560,"Pak Anies memang Cerdas , dan Pinter tdk diragukan lagi pokoknya"
@patrasarwianto818,Pak prabowo Bungkus & bongar semua kebusukannya nol atu
@setyanisuryandari3548,02 malem ini ANCUR...LEBURRR😅
@TopGlobalLegends,Prabowo lawan wiwi aja yg bukan dosen cuman planga plongo blusukan di got aja kalah...apalagi lawan anis...lawak ini fans wowo yg bilang prabowo di atas anis pinternya 😂😂😂
@devipratiwi6264,"saya dukung 01, 
tapi harus diakui malam ini pak ganjar joss.."
@hepurchannel8264,Gan jar memang paling  smart
@siyafrizanoersy9948,"Anies seorang negarawan dgn gagasannya berbobot,cerdas,beretika& berkelas,layak utk RI 1 di republik ini  🇮🇩☝🇮🇩"
@afifkarina6,Bapak PRABOWO tetap menang dalam segi apapun. Insya Allah pak PRABOWO amanah menjadi Presiden RI 2024-2029 💖💖💖
@herrinaif-ue9to,Ganjar top figure
@wibukaminolepofficial,"3:13:14 Wajah percaya diri Pak Anies 

3:13:18 Wajah Khawatir Pak Prabowo

3:13:22 Wajah Khawatir Pak Ganjar"
@PeriAlpin-de3ml,"Prabowoooooo,hebat Gua g g bkl pilih yg lain Gua tetap prabowo,orng bnyak omong mulutnya bau"
@liriklagu2210,"Jadi presiden itu akan menghadapi banyak masalah, dan harus di hadapi di selesaikan secara cepat tepat, cerdas. Minimal calon presiden itu sangup menjawab keresahan rakyatnya. Dan memberikan ketenangan dengan solusinya. Jika menjawab saja tidak bisa apa lagi menyelesaikannya itu logikanya. Saya orang yg netral setiap pesta demokrasi beberapa tahun belakangan ini. Acuh tak acuh seakan tak peduli. Tapi untuk saat ini no urut 1 sangat mencuri perhatian saya . Cerdas, setiap kampaye ke suatu tempat membuka debat terbuka secara spotan di hujani pertanyaan yang bahkan absurd, dan semua jawaban memuaskan. Di saat pemerintahan sekarang membungkam rakyatnya anti kritik, beliau malah suka di kritik, dan kritik itu sesungguhnya untuk membangun. Semua yg di ucapkanya masuk akal, logis, data , dan semuanya sangat mengesankan dan yg paling saya suka saat dia bilang alasan kenapa mau kampanye dengan debat terbuka. Beliau bilang "" semua yg kalian tanyakan akan di rekam dan di tagih suatu saat nanti pada kami, dan sesungguhnya ini adalah jalan yang sulit bagi kami, tapi hanya jalan yang sulit yang ada kebaikan, dan keindahan di puncaknya.."" makanya saat buzzer bilang tukang fitnah omdo, penghianat saya sempat percaya, tapi setelah kata itu keluar  dan saya dengar pikir lagi. ini pemimpin yang di butuhkan indonesia"
@ORANG.JAWA586,"Aku fokus pada  wakil Nazwa aja ..???
Pilih  Kandidat yg Sllu Mikir masa depan Rakyat  Bsa Jaga Menghindari  Dari Mau Penjajah NEGARA Sendri  ne aja ..Dan bisa Rakyat Hidup Sejahtra dan Makmur Bebas SUAP Atau KORUPSI dan Punya Action Tegas dan Tanggap .
Klu Prabowo Di Sisi lain Tegas Ingin jaga Indonesia lbh jdi kuat gk ingin di Jajah Tujuan Prabowo ne Dia Mantan Jendral Atau TNI Pstinya sdh Tau"
@ayuadenpertiwi6444,Matanya anis kek menyimpan kesel gedek. Huft coba liat prabowo ttp santai datar sm ky ganjar. HIDUP NO 2 BAPAK GEMOYYY❤❤❤❤❤
@Cindy.194,PRABOWO MANTAP ❤❤❤
@daysyudi8888,"Sebenarnya gue golput,, tapi setelah lihat debat ini gue gue berubah pikiran dan memilih' tetap golput😅😅"
@mrahmatnuraini,Gak ngaruh. Tetap no 02 .. dah keliatan banget orang yg suka jelek2in itu org iri
@amarkhadafi2900,"02
Gelisah
Keringet basah
Gemoy mendadak Letoy
Ngantuukk pak ekoo ??"
